commentId,videoId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,publishedAt,updatedAt,likeCount,textDisplay,totalReplyCount,parentId,canRate,viewerRating,mentioned_brands
Ugwf5D6i1TX0JgQBU-14AaABAg,JHgr9SgeicM,@savelasonke8516,https://yt3.ggpht.com/RkPDeyXfO-9o4Y5eJiSiRzDE_SllteBbMMkmaKqLoSBF0q-glmeneK_wWIBHrP1Dl8EKT2IJMw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@savelasonke8516,UCizlj-MjUlkkR9YmpWuBZew,2024-02-17T20:00:48Z,2024-02-17T20:02:45Z,0,"The back looks like it could've been a BMW, the front look sort of like a Ford crossed with a Mitsubishi Lancer",0,,True,none,['Ford']
Ugx7cng42ZWMYkUtnKl4AaABAg,yjztvddhZmI,@deadduck8307,https://yt3.ggpht.com/ytc/AIdro_mmsD-lV1KwwETxT6mmremZdbV8RUlIGafNT-jYKHLRNAtUV3Th-FV9QR6jqDcCNsX9gA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@deadduck8307,UCVFHExRGw0Ck_0s0mD5koIA,2022-08-15T07:49:00Z,2022-08-15T07:51:10Z,0,"I think this video makes a fundamental mistake. We must be careful in how we measure performance as to not be biased.
8:40 You say that it's impossible for a machine to make a human error -- well of course, this is by definition that only a human can make a human error.
10:05 You say it can detect a stop sign or pedestrian 500 meters away -- this is a biased way of measuring performance because it's a strict comparison of detection mechanisms (eyes vs. cameras/radar).

I can say AI driven cars would solve many problems like drunk driving, elderly drivers who probably shouldn't drive but have to, and I think in time it can help greatly with traffic congestion. But let's not overlook the problems it creates: expense of ownership, general reliability, 'software' or 'programming errors' can result in any kind of response (compared to humans which almost universally respond to driving issues w/ braking), AI might just as well do the opposite, hence I'd expect fatalities to be less frequent, but involve more people when they occur.

I can't help but recall my office mate in my PhD program who took his Ford truck to the dealership when his A/C stopped working. They told him it needed a software update. I do not want the machine I drive to work to be capable of failure due to a software update. My truck has an ECU for the fuel injection, but that's it and that's enough. I installed my own infotainment center running Android on a touchscreen, but the car itself is dumb as rocks.... 14 years and counting I've only had one (1) 50K mile scheduled maintenance, oil changes, 1 set of new tires, and 3 lead acid battery changes, and 3 or 4 new windshield wipers installed... You won't beat that with a 'smart car' in terms of cost of ownership and the industry knows it.",0,,True,none,['Ford']
UgxZlgS9m7ysR-_TGqV4AaABAg,yjztvddhZmI,@Merennulli,https://yt3.ggpht.com/ytc/AIdro_lJf0RBWSYMlpjkJUQwA7uCkDZVkeW6z_sLXOKWInY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Merennulli,UCtiVgu69olllL53IVx8gd_g,2021-12-20T07:25:05Z,2021-12-20T07:25:05Z,40,"I'll be frank, I am on board with replacing human drivers as soon as possible and this video was a ding to my confidence in that future. We cannot move forward with this technology if ""ignore the edge cases, those are rare"" is the mindset of the people in charge of it. I sincerely hope that is you injecting your viewpoint onto it and that's not coming from Waymo.

The clip you showed of someone arguing an edge case where it encourages people not to wear helmets is not invalidated by its rareness. People don't act based on statistics. If they did, we wouldn't be in the mess we're in right now in 2021. We don't need to stop pushing autonomous vehicles forward for this helmet question (the system is nowhere near capable enough of accurately identifying safety equipment and making decisions based on it so it's not a relevant question) but other questions DO need to be addressed.

Let me give you a perspective that is a bit more worrying to me. Twice in the past few months we've seen a huge swath of the internet go offline for a few hours when a major cloud host went down. First Google, then Amazon. It's been a wakeup call to some that we've overcentralized our online infrastructure, but others are ignoring it...because of course they are. Just last week we had a zero day where all Apache servers (the most common web server software). The concern with automated driving is it potentially creates a very deadly single point of failure. I don't see that happening with Waymo's current fleet as they are largely autonomous and, importantly, nowhere near the most common vehicle on the road. But let's fast forward to when an automated system controlling vehicles is as common as Toyota vehicles. There are three major issues that need to be clearly addressed before many of us will trust allowing them to grow towards that point.
1. Does it stop working if some external service goes offline - GPS, internet, a server in Toyota's basement, whatever. Obviously, given a certain country it's being developed in, it can currently stand to be without internet for a while because American internet, but we can't get ourselves dependent on a transportation technology that stops functioning entirely if an online service goes down. A smartbulb that won't work anymore because the server discontinued is a small inconvenience, but if Ford goes under and shuts off servers their vehicles depend on, that can result in a lot of slow and painful deaths. 
2. Can the fleet be compromised. The talk of cars that communicate with each other sounds great...unless you work in computing. Then it sounds like someone forgot bad people exist. That sort of inter-connectivity is like handing the nuclear codes to anyone who figures out or is told how to send commands to those cars. If someone figured out how to send the command to accelerate over that communications system (which, even if the communications system doesn't convey commands is still possible) then millions could die within hours.
3. Can individual cars be attacked. For a while, many banks and credit card companies were putting wireless chips in cards and insisting it was ""safe"". Security experts demonstrated a small loop of wire that could fit in someone's pocket, along with a small control device could pull all the needed information off the cards from a distance and reproduce it on demand. Now those chips aren't in most cards anymore. A few manufacturers are desperately claiming theirs are ""safe"" but few are gullible enough to believe them now. This one is going to have to be demonstrated, not merely assured. Something like letting a few hacker conventions have at the vehicle on a closed course where they won't have any qualms about making it do things that would otherwise be lethal. This one is more for avoiding unnecessary roadblocks. We don't want car manufacturers to get gunshy about automated software like banks did with the card chips. Yes, you can get people to quickly trust the car to drive, but it can just as quickly generate distrust and outrage if one person gets killed because a malicious individual tricked the vehicle into doing something wrong. You would also need to test against large scale shutdown attacks such as saturating an area with the right frequency of light that the LIDAR is using or painting something with a material that scatters or absorbs that light.

Saving lives is a good goal, but if you leave the door open to losing more lives, or if you rush forward so fast that you stumble and slow down the process, then you've done a disservice. Being better than what we have now isn't good enough. We have to work through the ramifications of it to avoid unintended consequences.

Many years ago, people worked out that putting lead in gasoline would solve a major problem. And an entire generation got lead poisoning from that. Unintended consequences can be disastrous beyond your wildest dreams, especially for something as ubiquitous as transportation. We need this technology to succeed, not be held back by early failures that could have been anticipated if we had listened to the people we thought were just naysayers.",16,,True,none,"['Ford', 'Waymo']"
UgyXiVhEMMgJMt07Ft14AaABAg,yjztvddhZmI,@The3oLand,https://yt3.ggpht.com/ytc/AIdro_mEUClYwdbwvHhaCq4jNy5UsTnaKzHcfW0-QHD-b_UnBg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@The3oLand,UCLUJEhOjyTCHQd3JQsfP3cA,2021-11-02T09:01:00Z,2021-11-02T09:01:00Z,0,"A driverless car would be ideal for my visually impaired girlfriend as it would solve her problem of short distance to medium distance travel. A lot of her time is wasted going to the start point of public transport, switching public transport and from end point to final destination. However, this technology is only viable if it's truly autonomous 100% of the time. That means not only must it be able to navigate all kinds of obstacles like roadworks and accidents, but also all kinds of weather. (Rain still seems to be a problem for Waymo sensory systems.) A lot of road infrastructure has to be either changed or augmented to accommodate these vehicles. For example traffic regulatory systems (traffic lights, speed signs, etc) need some way of communicating with the vehicle as well as communication between vehicles. Also for better or worse a lot of legislation has to be done. (It took literally centuries to come up with road rules.) And we as a society have to accept that small and major accidents will happen. I also imagine that ""car ownership"" is going to be an issue. It looks that Tesla bets that cars will be still owned by the majority of individuals, while the rest (Alphabet, Ford, etc) assumes that a ""car as a service"" is the more likely outcome. I can imagine that we might not even have individual cars in the future, but something that is a hybrid between car, bus and train.
So from an engineering point of view I understand your enthusiasm. In the end it's not the engineering but timing and luck which determines the success of autonomous vehicles.",0,,True,none,"['Tesla', 'Ford', 'Waymo']"
UgzycerLnpuv3AWpZfp4AaABAg,yjztvddhZmI,@uzimax322,https://yt3.ggpht.com/oTxWNX2d0gpHjZ0B40pcLnFYhC4V2UtxbPBy4ri_JdvYpycPUCXepoqacYeI1dAtxdBblR2hUf4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@uzimax322,UCUZVIdy5ifVaWwCghh_eDOQ,2021-09-07T02:05:54Z,2021-09-07T02:05:54Z,0,Not even close to autonomy. Everything but Tesla is miles away. Waymo is crap. Gm and Ford are crap. Tesla is billions of miles ahead of the competition. Which means you’re many times more likely to die in these crappy off brand “autonomous” cars,1,,True,none,"['Tesla', 'Ford', 'Waymo']"
UgxuxluNCuKtX0PHq5J4AaABAg.9RO9LRFUIKO9RO_BLrLx_7,yjztvddhZmI,@belg4mit,https://yt3.ggpht.com/ytc/AIdro_n2uJnacesWULMqxwWlWMXC6G6OVLTwttaUtGV1czQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@belg4mit,UCS_8wvUplHvqz69yKzIbWZw,2021-08-23T16:03:29Z,2021-08-23T16:03:29Z,0,"He didn't mention the make of most of the vehicles in the footage. The clip was simply an example, and not disparaging anything in particular. Many viewers won't even know or care that such and such clip is of a different manufacturer's vehicle in an accident, and it doesn't matter. If you're talking about the importance of seat belts on behalf of Subaru, for example, who cares if the stock footage of the dummy's head crashing into the steering column is from inside a Ford?",0,UgxuxluNCuKtX0PHq5J4AaABAg,True,none,['Ford']
UgyswzoTA1aQE37EOrZ4AaABAg,yjztvddhZmI,@CarlAlex2,https://yt3.ggpht.com/ytc/AIdro_lz8_Sx0TJiIgjnL880XRORgOYB4ebL8lnb4UAvZTI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@CarlAlex2,UCGmPTsGU0f9pecvQNNQc8hg,2021-08-20T13:29:26Z,2021-08-20T13:29:26Z,0,"1. Many people including me en joy driving - do you want to force what we consider a reduced quality of life on us ?
2. Humans can navigate to any location. How do you get an autonomous vehicle to be able to navigate to loacations and/or along paths not correctly stored in a database ?
3. Humans can decide to ignore rules in an emergency - machines cannot decide to ignore rules. Eg. here in Denmark any car can be turned into an emergency ambulance and can violate speed limits etc. at the responsibility of the driver.
4. I like my privacy - I know its hard enough allready to get a car that wont record where the car is at what time, how fast it is driving etc. now because off all those stupid gadgets people seem to crave, but how can I trust the maker of an autonomous car to respect my privacy any more than all the other makers of devices for the ""internet of things"" that so far are happy to spy on us to give us a better customer experience.
5. Hacking Similar to 4. Any device capabable of communicating can be hacked and corrupted - eg. someone might make all Ford cars in NYC refuse to move - imagine the chaos. or eg. Imagine someone ordering your car to go to a location different than the one you intended to go to and locks the car.

I just dont like sorrounding myself with all sorts of automated gadgets doing things I can trivially do myself - I dont want to be like the fat people in floating chairs in the Wall-E movie. Do you ?",1,,True,none,['Ford']
Ugz8r1R02dAU5HDwZwB4AaABAg,yjztvddhZmI,@b.n.c.v5792,https://yt3.ggpht.com/bl8vlMotYtXzt99aq6vvsQuuCjFeiK6NVSSTz6O0DUZBZJKGrWCBlhHa21vs7WHWyJrJlnP4tOg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@b.n.c.v5792,UCVfetXcmUlaeVi1YYW-aNkQ,2021-08-19T04:42:08Z,2021-08-19T04:42:08Z,0,I d rather drive I'm ! not ditching the idea of a 2011 ford ranger,0,,True,none,['Ford']
UgwOEwkYxqHrv-GmMJh4AaABAg,yjztvddhZmI,@peterbruno657,https://yt3.ggpht.com/ytc/AIdro_lzj9AVAyrqWXeK41yorCcTCf2YrMHiSR9DuDlOYj0zMw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@peterbruno657,UCWetWhqqdtbmgkJQR0WCN2g,2021-08-12T12:59:27Z,2021-08-12T12:59:27Z,0,"They can only go on roads that have been meticulously mapped, in perfect weather, under constant monitoring by a remote operator. 

These demos they do are carefully planned out and highly controlled. They are designed to give investors FOMO and convince them to invest in companies that are not currently and may never be profitable. I saw one demo Ford did where the had a driver disguised as the front seat.",0,,True,none,['Ford']
Ugwp9q6gePc6flWFSUp4AaABAg,yjztvddhZmI,@thorntontarr2894,https://yt3.ggpht.com/ytc/AIdro_nvD6dYM_JA7yIIGv_w6wlBmKhSBzHgwMc0IJXwTwV-dw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@thorntontarr2894,UC4wVaHxA3bi4HqiP0ysNVNg,2021-07-27T15:44:43Z,2021-07-27T15:44:43Z,0,"As always, Derek a great video.  However, is this an important problem (glorified taxi service) to solve first?  How about starting with Lane Keeping for all trucks on Interstates/Freeways?  Regarding the commute to work and back, has the Covid Pandemic not shown that working (any one for a zoom?) from home for many businesses can eliminate much of the commute issue.  A follow up video suggestion: Impact of successful Waymo like systems:  Gone is the ICE because Waymo will want a 1 to 2 million mile power plant.  Auto industry collapse, now what do Toyota, Ford or Mercedes do?",0,,True,none,"['Ford', 'Waymo']"
